District,Year,Season,Crop,Area_Hectare,Production_Tonnes,Yield_kg_ha,NDVI,NDWI,EVI,Rainfall_mm,Temperature_C,Soil_Moisture,NDVI_NDWI_ratio,EVI_NDVI_ratio,Vegetation_Water_Index,Vegetation_Stress_Index,Temperature_Rainfall_ratio,Climate_Index
Fatehgarh Sahib,2021,Rabi,Barley,0.3,1.0,3170.0,0.5237581519580249,0.2155027750017746,1.683116233470676,4.89806616678834,18.181695556640648,0.2006149291992187,2.430400963299484,3.2135370632008122,0.1128713351767555,3.2135370632008122,3.7120150968810575,0.054044750348074065
Fatehgarh Sahib,2021,Rabi,Potato,4.4,115.61,26275.0,0.5237581519580249,0.2155027750017746,1.683116233470676,4.89806616678834,18.181695556640648,0.2006149291992187,2.430400963299484,3.2135370632008122,0.1128713351767555,3.2135370632008122,3.7120150968810575,0.054044750348074065
Fatehgarh Sahib,2021,Rabi,Wheat,85.1,422.0,4959.0,0.5237581519580249,0.2155027750017746,1.683116233470676,4.89806616678834,18.181695556640648,0.2006149291992187,2.430400963299484,3.2135370632008122,0.1128713351767555,3.2135370632008122,3.7120150968810575,0.054044750348074065
Fatehgarh Sahib,2022,Kharif,Rice,87.3,411.6195,4715.0,0.5741939840331827,0.2233362365212044,1.648763070628385,14.052553102374077,27.124444580078148,0.2930946350097656,2.57098441783166,2.8714391241916997,0.12823832342708755,2.8714391241916997,1.9302147006650108,0.15184561329306354
Fatehgarh Sahib,2022,Rabi,Barley,0.2,0.6,2739.0,0.4806391924111525,0.1644483247583543,1.2878418939888443,6.260228808969259,18.343591308593773,0.217620849609375,2.9227369334252526,2.6794358727350462,0.07904031000522235,2.6794358727350462,2.9301790506941594,0.07426878898674148
Fatehgarh Sahib,2022,Rabi,Potato,4.4,115.6672,26288.0,0.4806391924111525,0.1644483247583543,1.2878418939888443,6.260228808969259,18.343591308593773,0.217620849609375,2.9227369334252526,2.6794358727350462,0.07904031000522235,2.6794358727350462,2.9301790506941594,0.07426878898674148
Fatehgarh Sahib,2022,Rabi,Wheat,85.3,290.0,3400.0,0.4806391924111525,0.1644483247583543,1.2878418939888443,6.260228808969259,18.343591308593773,0.217620849609375,2.9227369334252526,2.6794358727350462,0.07904031000522235,2.6794358727350462,2.9301790506941594,0.07426878898674148
Fazilka,2021,Kharif,Rice,116.1,380.3436,3276.0,0.5633216659733395,0.1898241643856022,1.3633395304481823,5.882000550627708,30.2123962402344,0.1826362609863281,2.967597238194751,2.4201794690295215,0.1069320645236945,2.4201794690295215,5.136415064940827,0.03555714611790862
Fazilka,2021,Rabi,Barley,0.9,3.3,3660.0,0.5454372291539826,0.2168018406313267,1.4007669181985742,2.01396900229156,18.894586181640648,0.1539637297391891,2.5158330186020104,2.5681542134028463,0.11825179522943417,2.5681542134028463,9.381766134504437,0.01641095370869866
Fazilka,2021,Rabi,Potato,0.1,2.4316,24316.0,0.5454372291539826,0.2168018406313267,1.4007669181985742,2.01396900229156,18.894586181640648,0.1539637297391891,2.5158330186020104,2.5681542134028463,0.11825179522943417,2.5681542134028463,9.381766134504437,0.01641095370869866
Fazilka,2021,Rabi,Wheat,207.4,983.9,4744.0,0.5454372291539826,0.2168018406313267,1.4007669181985742,2.01396900229156,18.894586181640648,0.1539637297391891,2.5158330186020104,2.5681542134028463,0.11825179522943417,2.5681542134028463,9.381766134504437,0.01641095370869866
Fazilka,2022,Kharif,Rice,113.1,355.3602,3142.0,0.6269528632955069,0.2244532330763861,1.5964388649125087,8.955193683505058,29.305596923828148,0.2153778076171875,2.793244965565463,2.5463459190871354,0.14072159715317403,2.5463459190871354,3.272469357955634,0.0658150723683896
Fazilka,2022,Rabi,Barley,0.8,2.5,3080.0,0.4676526362712262,0.1396634648747075,1.2156431829974834,2.919247141107917,19.653497314453148,0.1616236418485641,3.348424992110562,2.599457564679358,0.06531398753943075,2.599457564679358,6.732385565339365,0.024006890318441974
Fazilka,2022,Rabi,Potato,0.1,2.3326,23326.0,0.4676526362712262,0.1396634648747075,1.2156431829974834,2.919247141107917,19.653497314453148,0.1616236418485641,3.348424992110562,2.599457564679358,0.06531398753943075,2.599457564679358,6.732385565339365,0.024006890318441974
Fazilka,2022,Rabi,Wheat,204.1,872.9,4277.0,0.4676526362712262,0.1396634648747075,1.2156431829974834,2.919247141107917,19.653497314453148,0.1616236418485641,3.348424992110562,2.599457564679358,0.06531398753943075,2.599457564679358,6.732385565339365,0.024006890318441974
Firozpur,2021,Kharif,Rice,189.3,823.0764,4348.0,0.5922950619149726,0.2444162402914578,1.4208054981976113,11.463997885584831,29.0693298339844,0.2327995300292968,2.4233048557194135,2.3988136818226184,0.14476653217645383,2.3988136818226184,2.53570614057222,0.09180856026825021
Firozpur,2021,Rabi,Potato,1.3,33.5153,25781.0,0.5525032251569391,0.2239066599570502,1.388182149661502,4.359884653240442,18.2517028808594,0.1821873933076858,2.4675604792770356,2.5125322105896988,0.1237091517603883,2.5125322105896988,4.186281136427313,0.04352010468727609
Firozpur,2021,Rabi,Wheat,196.1,967.4,4933.0,0.5525032251569391,0.2239066599570502,1.388182149661502,4.359884653240442,18.2517028808594,0.1821873933076858,2.4675604792770356,2.5125322105896988,0.1237091517603883,2.5125322105896988,4.186281136427313,0.04352010468727609
Firozpur,2022,Kharif,Rice,187.8,837.588,4460.0,0.6692259242514639,0.2995781231600345,1.7984235224486835,11.319993063807487,28.292901611328148,0.252899169921875,2.233894508692024,2.6873189714822225,0.20048544635729298,2.6873189714822225,2.4993744653242578,0.10118498585567688
Firozpur,2022,Rabi,Potato,1.2,30.9456,25788.0,0.4880670384080867,0.1596752310040937,1.365294006933932,4.165513440966606,18.975427246093773,0.1838251799345016,3.056623343138134,2.797349338293915,0.0779322171032951,2.797349338293915,4.555363345962588,0.04035357137810436
Firozpur,2022,Rabi,Wheat,187.8,821.2,4375.0,0.4880670384080867,0.1596752310040937,1.365294006933932,4.165513440966606,18.975427246093773,0.1838251799345016,3.056623343138134,2.797349338293915,0.0779322171032951,2.797349338293915,4.555363345962588,0.04035357137810436
Gurdaspur,2021,Kharif,Rice,174.4,679.8112000000001,3898.0,0.5461310695129279,0.2369321458912233,1.5550972060408297,24.768149480223656,27.2724548339844,0.3284721374511719,2.305010438573664,2.8474798319527173,0.12939600623756684,2.8474798319527173,1.1011099095538135,0.2983100366286539
Gurdaspur,2021,Rabi,Potato,0.8,19.9112,24889.0,0.4584496272639971,0.1777398749117266,1.1824026008309136,10.038766078650951,16.873101806640648,0.2494049072265625,2.579329075660052,2.5791330835787334,0.08148477940323053,2.5791330835787334,1.6807943998739057,0.14838513695980485
Gurdaspur,2021,Rabi,Wheat,186.0,840.1,4524.0,0.4584496272639971,0.1777398749117266,1.1824026008309136,10.038766078650951,16.873101806640648,0.2494049072265625,2.579329075660052,2.5791330835787334,0.08148477940323053,2.5791330835787334,1.6807943998739057,0.14838513695980485
Gurdaspur,2022,Kharif,Rice,174.6,670.6386,3841.0,0.5403559688991185,0.2039588804408333,1.6390914176343114,18.69661547243595,26.723077392578148,0.3420982360839844,2.6493377867695793,3.033354884510068,0.11021039845618595,3.033354884510068,1.429300261963212,0.23934665457494295
Gurdaspur,2022,Rabi,Potato,0.9,22.4064,24896.0,0.5172802127810986,0.1839242847326936,1.4732406217909757,10.88759396225214,17.371575927734398,0.2551193237304687,2.8124628214968346,2.8480513760042436,0.09514039314213911,2.8480513760042436,1.5955385540609397,0.1598954303430293
Gurdaspur,2022,Rabi,Wheat,184.1,776.9,4220.0,0.5172802127810986,0.1839242847326936,1.4732406217909757,10.88759396225214,17.371575927734398,0.2551193237304687,2.8124628214968346,2.8480513760042436,0.09514039314213911,2.8480513760042436,1.5955385540609397,0.1598954303430293
Hoshiarpur,2021,Kharif,Rice,79.4,329.5894,4151.0,0.5833779506812604,0.1737188193536369,1.646180096987034,16.3534265011549,27.3696228027344,0.3041267395019531,3.358173586787315,2.821807192172156,0.10134372882929277,2.821807192172156,1.6736322996774726,0.18171658109165417
Hoshiarpur,2021,Rabi,Potato,17.7,493.5822,27886.0,0.4879812806255225,0.1209890871774532,1.2415165966116228,7.919075898826122,17.689843750000023,0.2229995727539062,4.033266900425543,2.5441889799956576,0.0590404097025666,2.5441889799956576,2.2338267717098486,0.09982849860072839
Hoshiarpur,2021,Rabi,Wheat,111.9,588.2,4145.0,0.4879812806255225,0.1209890871774532,1.2415165966116228,7.919075898826122,17.689843750000023,0.2229995727539062,4.033266900425543,2.5441889799956576,0.0590404097025666,2.5441889799956576,2.2338267717098486,0.09982849860072839
Hoshiarpur,2022,Kharif,Rice,76.7,291.22990000000004,3797.0,0.5792253605433186,0.1645283569963866,1.674485599342813,18.41793395578861,26.611260986328148,0.3341827392578125,3.52051993417791,2.8909051871833276,0.09529899690083186,2.8909051871833276,1.4448559241339034,0.23129139291734796
Hoshiarpur,2022,Rabi,Potato,16.3,454.7048,27896.0,0.532496280651964,0.1460514980465983,1.4138316166246356,8.749422617256641,17.982263183593773,0.2288894653320312,3.645948776794257,2.655101393184578,0.07777187949346118,2.655101393184578,2.0552514114619447,0.11136811003049851
Hoshiarpur,2022,Rabi,Wheat,142.3,515.3,3621.0,0.532496280651964,0.1460514980465983,1.4138316166246356,8.749422617256641,17.982263183593773,0.2288894653320312,3.645948776794257,2.655101393184578,0.07777187949346118,2.655101393184578,2.0552514114619447,0.11136811003049851
Jalandhar,2021,Kharif,Rice,175.1,796.8801,4551.0,0.5605223538989716,0.2031032068062262,1.4527391943899186,19.01946030557156,27.8149353027344,0.3109474182128906,2.7597907621111406,2.591759604741401,0.11384388756345555,2.591759604741401,1.4624460871051266,0.21262145726575318
Jalandhar,2021,Rabi,Potato,23.8,667.9232000000001,28064.0,0.4268781819571325,0.1289475171854202,1.1459092665827315,6.801805458962917,17.485101318359398,0.217132568359375,3.3104800408316715,2.6843940848159926,0.05504488170399827,2.6843940848159926,2.570655897739448,0.0844658238974397
Jalandhar,2021,Rabi,Wheat,172.0,845.0,4900.0,0.4268781819571325,0.1289475171854202,1.1459092665827315,6.801805458962917,17.485101318359398,0.217132568359375,3.3104800408316715,2.6843940848159926,0.05504488170399827,2.6843940848159926,2.570655897739448,0.0844658238974397
Jalandhar,2022,Kharif,Rice,174.7,747.1918999999999,4277.0,0.5603299999424982,0.210423019663082,1.5917743845224466,18.694588914513588,27.168389892578148,0.3316307067871094,2.662874056458597,2.8407802271622016,0.11790633059571504,2.8407802271622016,1.4532755984532992,0.22819533138797574
Jalandhar,2022,Rabi,Potato,23.6,660.9416000000001,28006.0,0.4671201443229713,0.1214185497085566,1.22625362469938,7.837397046387196,17.860833740234398,0.2344843596220016,3.847189292280374,2.6251353952561223,0.056717050463346824,2.6251353952561223,2.2789241931372746,0.10289256673307741
Jalandhar,2022,Rabi,Wheat,173.4,732.2,4223.0,0.4671201443229713,0.1214185497085566,1.22625362469938,7.837397046387196,17.860833740234398,0.2344843596220016,3.847189292280374,2.6251353952561223,0.056717050463346824,2.6251353952561223,2.2789241931372746,0.10289256673307741
Kapurthala,2021,Kharif,Rice,117.7,510.818,4340.0,0.5393197248912741,0.2155576144363081,1.3448210670222571,19.44055967032909,27.8295837402344,0.3042984008789062,2.5019748260882224,2.493550680523266,0.11625447331600902,2.493550680523266,1.4315217366251525,0.21256987797914767
Kapurthala,2021,Rabi,Potato,10.0,272.46,27246.0,0.4424380244775845,0.1464150634369394,1.1886335147953933,7.210283540189266,17.367913818359398,0.2183659821748733,3.021806732803428,2.6865537070392866,0.06477959142079968,2.6865537070392866,2.4087698800681974,0.09065456355203631
Kapurthala,2021,Rabi,Wheat,105.0,486.0,4616.0,0.4424380244775845,0.1464150634369394,1.1886335147953933,7.210283540189266,17.367913818359398,0.2183659821748733,3.021806732803428,2.6865537070392866,0.06477959142079968,2.6865537070392866,2.4087698800681974,0.09065456355203631
Kapurthala,2022,Kharif,Bajra,0.8,0.5,650.0,0.5580632249485614,0.224114215265565,1.566060975214269,17.46327616274357,27.213311767578148,0.3190841674804687,2.490084014917493,2.806242922311568,0.12506990172791732,2.806242922311568,1.5583165217094523,0.20476210258647431
Kapurthala,2022,Kharif,Rice,119.2,502.9048,4219.0,0.5580632249485614,0.224114215265565,1.566060975214269,17.46327616274357,27.213311767578148,0.3190841674804687,2.490084014917493,2.806242922311568,0.12506990172791732,2.806242922311568,1.5583165217094523,0.20476210258647431
Kapurthala,2022,Rabi,Potato,9.5,258.894,27252.0,0.4662791146553433,0.1245708274298122,1.2532901664606708,7.701878901571035,17.746575927734398,0.2338892668485641,3.7430843502910998,2.687853963579428,0.05808477512585638,2.687853963579428,2.3041878682504913,0.10150616191992627
Kapurthala,2022,Rabi,Wheat,110.0,439.3,3994.0,0.4662791146553433,0.1245708274298122,1.2532901664606708,7.701878901571035,17.746575927734398,0.2338892668485641,3.7430843502910998,2.687853963579428,0.05808477512585638,2.687853963579428,2.3041878682504913,0.10150616191992627
Ludhiana,2021,Kharif,Rice,258.6,1264.0368,4888.0,0.5632920824697494,0.2117845790918069,1.604209911784204,22.214217111468315,27.7651306152344,0.3190383911132812,2.659740784174691,2.8479184453482094,0.11929657659160325,2.8479184453482094,1.2498811223421586,0.25525498818274295
Ludhiana,2021,Rabi,Barley,1.1,3.9,3539.0,0.4645621129561429,0.1718480071634434,1.304421251093123,5.608531180769205,18.091210937500023,0.2061513215303421,2.703331395133964,2.807851124132172,0.07983407331515165,2.807851124132172,3.225659331186749,0.06390982443099383
Ludhiana,2021,Rabi,Potato,13.5,389.8395,28877.0,0.4645621129561429,0.1718480071634434,1.304421251093123,5.608531180769205,18.091210937500023,0.2061513215303421,2.703331395133964,2.807851124132172,0.07983407331515165,2.807851124132172,3.225659331186749,0.06390982443099383
Ludhiana,2021,Rabi,Wheat,249.8,1241.0,4968.0,0.4645621129561429,0.1718480071634434,1.304421251093123,5.608531180769205,18.091210937500023,0.2061513215303421,2.703331395133964,2.807851124132172,0.07983407331515165,2.807851124132172,3.225659331186749,0.06390982443099383
Ludhiana,2022,Kharif,Rice,258.7,1246.4165999999998,4818.0,0.5824151084203845,0.2389087062759057,1.7017897166734357,16.523869708180428,27.223565673828148,0.31707763671875,2.4378145003546985,2.921953246180372,0.13914404006825543,2.921953246180372,1.6475296740176213,0.19245640410562867
Ludhiana,2022,Rabi,Barley,0.9,2.9,3210.0,0.4587547724364108,0.135418743114869,1.2169453877034553,6.391426082700491,18.186364746093773,0.2263234406709671,3.387675604456555,2.6527143930086075,0.0621239946812865,2.6527143930086075,2.845431443745918,0.07953923513722745
Ludhiana,2022,Rabi,Potato,16.8,485.268,28885.0,0.4587547724364108,0.135418743114869,1.2169453877034553,6.391426082700491,18.186364746093773,0.2263234406709671,3.387675604456555,2.6527143930086075,0.0621239946812865,2.6527143930086075,2.845431443745918,0.07953923513722745
Ludhiana,2022,Rabi,Wheat,244.2,1044.0,2475.0,0.4587547724364108,0.135418743114869,1.2169453877034553,6.391426082700491,18.186364746093773,0.2263234406709671,3.387675604456555,2.6527143930086075,0.0621239946812865,2.6527143930086075,2.845431443745918,0.07953923513722745
Mansa,2021,Kharif,Bajra,0.4,0.3,640.0,0.6114024496142128,0.2443222877481295,1.7941063030059257,15.39514772593975,28.6230407714844,0.2671356201171875,2.5024423897196977,2.9344113752537044,0.14937924522455492,2.9344113752537044,1.859224820769766,0.14368118214266665
Mansa,2021,Kharif,Rice,121.4,577.6212,4758.0,0.6114024496142128,0.2443222877481295,1.7941063030059257,15.39514772593975,28.6230407714844,0.2671356201171875,2.5024423897196977,2.9344113752537044,0.14937924522455492,2.9344113752537044,1.859224820769766,0.14368118214266665
Mansa,2021,Rabi,Barley,0.3,1.1,3839.0,0.5244233761308994,0.1999018309460437,1.3715140855566048,3.025027690455317,19.017633056640648,0.1644566804170608,2.6234045663766263,2.615280225827054,0.10483319307947253,2.615280225827054,6.286763296959499,0.02615919713353895
Mansa,2021,Rabi,Potato,0.2,4.8648,24324.0,0.5244233761308994,0.1999018309460437,1.3715140855566048,3.025027690455317,19.017633056640648,0.1644566804170608,2.6234045663766263,2.615280225827054,0.10483319307947253,2.615280225827054,6.286763296959499,0.02615919713353895
Mansa,2021,Rabi,Wheat,171.6,851.0,4964.0,0.5244233761308994,0.1999018309460437,1.3715140855566048,3.025027690455317,19.017633056640648,0.1644566804170608,2.6234045663766263,2.615280225827054,0.10483319307947253,2.615280225827054,6.286763296959499,0.02615919713353895
Mansa,2022,Kharif,Rice,122.7,560.6163,4569.0,0.6478718060407195,0.2746752822840383,1.811794932985714,11.15528680384159,28.191339111328148,0.2521400451660156,2.35868258932292,2.7965330735072,0.17795437120810434,2.7965330735072,2.5271729545868586,0.09977158259325998
Mansa,2022,Rabi,Barley,0.3,1.1,3548.0,0.4621982585290412,0.1309825696682366,1.0653352892359078,3.372972598299384,19.377770996093773,0.1786575317382812,3.528700495796768,2.3049314219105175,0.06053991559831776,2.3049314219105175,5.7450128725812455,0.031097847072013608
Mansa,2022,Rabi,Potato,0.2,4.8652,24326.0,0.4621982585290412,0.1309825696682366,1.0653352892359078,3.372972598299384,19.377770996093773,0.1786575317382812,3.528700495796768,2.3049314219105175,0.06053991559831776,2.3049314219105175,5.7450128725812455,0.031097847072013608
Mansa,2022,Rabi,Wheat,172.5,768.1,4453.0,0.4621982585290412,0.1309825696682366,1.0653352892359078,3.372972598299384,19.377770996093773,0.1786575317382812,3.528700495796768,2.3049314219105175,0.06053991559831776,2.3049314219105175,5.7450128725812455,0.031097847072013608
Moga,2021,Kharif,Rice,182.9,892.0033000000001,4877.0,0.6284242703323991,0.2702620846883633,1.6293899305804322,18.458468839526176,27.9780212402344,0.2942695617675781,2.3252402239738115,2.5928182718318338,0.16983925336879777,2.5928182718318338,1.5157281724431801,0.1941440207535691
Moga,2021,Rabi,Barley,0.3,1.3,4291.0,0.5128584172283788,0.2073786302601548,1.3465205969567695,4.378470126539469,17.957421875000023,0.1936111450195312,2.4730533545573237,2.625521102361388,0.10635587608221217,2.625521102361388,4.101300535580609,0.04720725617151639
Moga,2021,Rabi,Potato,5.2,153.22320000000002,29466.0,0.5128584172283788,0.2073786302601548,1.3465205969567695,4.378470126539469,17.957421875000023,0.1936111450195312,2.4730533545573237,2.625521102361388,0.10635587608221217,2.625521102361388,4.101300535580609,0.04720725617151639
Moga,2021,Rabi,Wheat,177.0,911.0,5147.0,0.5128584172283788,0.2073786302601548,1.3465205969567695,4.378470126539469,17.957421875000023,0.1936111450195312,2.4730533545573237,2.625521102361388,0.10635587608221217,2.625521102361388,4.101300535580609,0.04720725617151639
Moga,2022,Kharif,Rice,181.7,861.0763,4739.0,0.6615496909212186,0.3130320441817102,1.8327564322377616,16.383571550250053,27.399346923828148,0.2999763488769531,2.113360926516518,2.7703987431172687,0.20708625207684764,2.7703987431172687,1.6723671538767728,0.17937230361261727
